Card ID,Card Name,Card Type
67273917,Igknight Cavalier,Pendulum Normal Monster
59785059,Igknight Champion,Effect Monster
61639289,Igknight Crusader,Pendulum Normal Monster
96802306,Igknight Gallant,Pendulum Normal Monster
23296404,Igknight Lancer,Effect Monster
50407691,Igknight Margrave,Pendulum Normal Monster
24019092,Igknight Paladin,Pendulum Normal Monster
76751255,Igknight Reload,Spell Card
24131534,Igknight Squire,Pendulum Normal Monster
97024987,Igknight Templar,Pendulum Normal Monster
93662626,Igknight Veteran,Pendulum Normal Monster
38848158,Igknights Unite,Spell Card
22499034,,Ignis Heat,, the True Dracowarrior,,Effect Monster
59054773,Ignister A.I.Land,Spell Card
18239909,,Ignister Prominence,, the Blasting Dracoslayer,,Synchro Monster
10365322,Ignition Beast Volcannon,Fusion Monster
79555535,Ignition Phoenix,Spell Card
95772051,Ignoble Knight of Black Laundsallyn,Effect Monster
83519853,Ignoble Knight of High Laundsallyn,Synchro Monster
75888208,,Ikelos,, the Dream Mirror Mara,,Effect Monster
49389190,,Ikelos,, the Dream Mirror Sprite,,Effect Monster
70595331,Il Blud,Gemini Monster
81686058,Ill Witch,Normal Monster
62161698,Illusion Balloons,Spell Card
73616671,Illusion Magic,Spell Card
28546905,Illusionist Faceless Mage,Normal Monster
15173384,Illusionist Faceless Magician,Effect Monster
35073065,Illusory Snatcher,Effect Monster
41952656,Imairuka,Effect Monster
31226177,Imduk the World Chalice Dragon,Link Monster
22091647,Immortal Phoenix Gearfried,Effect Monster
32485518,Immortal Ruler,Effect Monster
18474999,Impcantation Bookstone,Effect Monster
53303460,Impcantation Candoll,Effect Monster
65877963,Impcantation Chalislime,Ritual Effect Monster
86758915,Impcantation Inception,Spell Card
82085295,Impcantation Penciplume,Effect Monster
80701178,Impcantation Talismandra,Effect Monster
13482262,Impcantation Thanatosis,Spell Card
86778566,Impenetrable Attack,Trap Card
96631852,Impenetrable Formation,Spell Card
9995766,Imperial Custom,Trap Card
30459350,Imperial Iron Wall,Trap Card
61740673,Imperial Order,Trap Card
90434657,Imperial Tombs of Necrovalley,Trap Card
4628897,Imperion Magnum the Superconductive Battlebot,Fusion Monster
52248570,Imprisoned Queen Archfiend,Effect Monster
77084837,Inaba White Rabbit,Spirit Monster
62953041,Inari Fire,Effect Monster
33031674,Incandescent Ordeal,Spell Card
91946859,Incarnated Machine Angel,Spell Card
3775068,Indiora Doom Volt the Cubic Emperor,Effect Monster
84173492,Indomitable Fighter Lei Lei,Effect Monster
55136228,Indomitable Gladiator Beast,Spell Card
68077936,Induced Explosion,Trap Card
82773292,Indulged Darklord,Effect Monster
6430659,Infected Mail,Spell Card
47754278,Infernal Dragon,Effect Monster
19847532,Infernal Flame Emperor,Effect Monster
58712976,Infernal Flame Vixen,XYZ Monster
23309606,Infernal Incinerator,Effect Monster
8581705,Infernalqueen Archfiend,Effect Monster
18724123,Infernity Archer,Effect Monster
99177923,Infernity Archfiend,Effect Monster
85475641,Infernity Avenger,Tuner Monster
9059700,Infernity Barrier,Trap Card
7264861,Infernity Beast,Effect Monster
49080532,Infernity Beetle,Tuner Monster
51717541,Infernity Break,Trap Card
48144778,Infernity Conjurer,Effect Monster
98954375,Infernity Destroyer,Effect Monster
38904695,Infernity Doom Archfiend,Synchro Monster
72896720,Infernity Doom Dragon,Synchro Monster
25171661,Infernity Dwarf,Effect Monster
18712704,Infernity Force,Trap Card
17502671,Infernity General,Effect Monster
51566770,Infernity Guardian,Effect Monster
14550855,Infernity Inferno,Trap Card
71341529,Infernity Knight,Effect Monster
66957584,Infernity Launcher,Spell Card
86197239,Infernity Mirage,Effect Monster
56209279,Infernity Necromancer,Effect Monster
86547356,Infernity Paranoia,Spell Card
54320860,Infernity Patriarch,Effect Monster
82434071,Infernity Pawn,Effect Monster
13582837,Infernity Randomizer,Effect Monster
15313433,Infernity Reflector,Trap Card
46435376,Infernity Sage,Tuner Monster
12541409,Infernity Suppression,Trap Card
74148483,Infernity Wildcat,Tuner Monster
74823665,Inferno,Effect Monster
52684508,Inferno Fire Blast,Spell Card
17185260,Inferno Hammer,Effect Monster
12247206,Inferno Reckless Summon,Spell Card
14391920,Inferno Tempest,Spell Card
56824871,Infernoble Knight - Renaud,Effect Monster
81570454,Infernoble Knight - Roland,Effect Monster
95953557,Infernoble Knight Astolfo,Effect Monster
65398390,Infernoble Knight Captain Oliver,Synchro Monster
40251688,Infernoble Knight Captain Roland,Synchro Tuner Monster
77656797,Infernoble Knight Emperor Charles,Synchro Monster
94730900,Infernoble Knight Maugis,Effect Monster
21351206,Infernoble Knight Ogier,Effect Monster
58346901,Infernoble Knight Oliver,Tuner Monster
26034577,Infernoid Antra,Effect Monster
88301393,Infernoid Attondel,Effect Monster
58446973,Infernoid Decatron,Tuner Monster
23440231,Infernoid Devyaty,Effect Monster
52038272,Infernoid Harmadik,Effect Monster
14799437,Infernoid Onuncu,Effect Monster
89423971,Infernoid Patrulea,Effect Monster
25811989,Infernoid Piaty,Effect Monster
60551528,Infernoid Pirmais,Effect Monster
51316684,Infernoid Seitsemas,Effect Monster
96055137,Infernoid Sjette,Effect Monster
82734805,Infernoid Tierra,Fusion Monster
34822851,Infernoid Token,Token
35419032,Infestation Infection,Trap Card
27541267,Infestation Pandemic,Spell Card
81218874,Infestation Ripples,Trap Card
90934570,Infestation Terminus,Trap Card
27207573,Infestation Tool,Trap Card
18816758,Infestation Wave,Trap Card
94163677,Infinite Cards,Spell Card
54109233,Infinite Dismissal,Trap Card
10045474,Infinite Impermanence,Trap Card
72883039,Infinite Light,Trap Card
36894320,Infinite Machine,Trap Card
62034800,Infinitrack Anchor Drill,Effect Monster
76830505,Infinitrack Brutal Dozer,Effect Monster
98439949,Infinitrack Crab Crane,Effect Monster
34923554,Infinitrack Drag Shovel,Effect Monster
97584719,Infinitrack Earth Slicer,XYZ Monster
69073023,Infinitrack Fortress Megaclops,Link Monster
23689428,Infinitrack Goliath,Link Monster
35645105,Infinitrack Harvester,Effect Monster
60195675,Infinitrack Mountain Smasher,XYZ Monster
24701066,Infinitrack River Stormer,XYZ Monster
61912252,Infinitrack Trencher,Effect Monster
97316367,Infinitrack Tunneller,Effect Monster
76520646,Infinity Dark,Gemini Monster
54936498,Influence Dragon,Tuner Monster
4941482,Informer Spider,Effect Monster
20057949,Inherited Fortune,Trap Card
79575620,Injection Fairy Lily,Effect Monster
39703254,Inmato,Effect Monster
300205001,Inner Conflict,Skill Card
97923414,Inpachi,Normal Monster
3492538,Insect Armor with Laser Cannon,Spell Card
23615409,Insect Barrier,Spell Card
96965364,Insect Imitation,Spell Card
35052053,Insect Knight,Normal Monster
91512836,Insect Monster Token,Token
22991179,Insect Neglect,Spell Card
37957847,Insect Princess,Effect Monster
91512835,Insect Queen,Effect Monster
70709488,Insect Shinobi Hagakuremino,Link Monster
7019529,Insect Soldiers of the Sky,Effect Monster
16227556,Inspection,Spell Card
15397015,Inspector Boarder,Effect Monster
25005816,Inspiration,Trap Card
1845204,Instant Fusion,Spell Card
11913700,Instant Neo Space,Spell Card
59695933,Intercept,Trap Card
39440937,Intercept Wave,Spell Card
19113101,Interceptomato,Effect Monster
36261276,Interdimensional Matter Transporter,Trap Card
57384901,Interdimensional Warp,Trap Card
14729426,Interplanetary Invader \"A\",Effect Monster
80208323,Interplanetarypurplythorny Beast,Effect Monster
25206027,Interplanetarypurplythorny Dragon,Effect Monster
2414168,Interrupt Resistor,Effect Monster
99330325,Interrupted Kaiju Slumber,Spell Card
300205002,Into the Darkness Below,Skill Card
93946239,Into the Void,Spell Card
23122036,Intrigue Shield,Trap Card
69091732,Introduction to Gallantry,Trap Card
59277750,Intruder Alarm - Yellow Alert,Trap Card
28450915,Invader from Another Dimension,Normal Monster
56647086,Invader of Darkness,Effect Monster
3056267,Invader of the Throne,Flip Effect Monster
26082229,Invasion of Flames,Effect Monster
100416013,Invasion of the Abhyss,Trap Card
79161790,Inverse Universe,Trap Card
98374133,Invigoration,Spell Card
17722185,Invincibility Barrier,Trap Card
52675689,Invitation to a Dark Sleep,Effect Monster
74063034,Invocation,Spell Card
97300502,Invoked Augoeides,Fusion Monster
13529466,Invoked Caliga,Fusion Monster
85908279,Invoked Cocytus,Fusion Monster
11270236,Invoked Elysium,Fusion Monster
48791583,Invoked Magellanica,Fusion Monster
75286621,Invoked Mechaba,Fusion Monster
12307878,Invoked Purgatrio,Fusion Monster
49513164,Invoked Raidjin,Fusion Monster
95395761,Inzektor Ant,Effect Monster
87973893,Inzektor Axe - Zektahawk,Spell Card
21790410,Inzektor Centipede,Effect Monster
87047074,Inzektor Crossbow - Zektarrow,Spell Card
68184115,Inzektor Dragonfly,Effect Monster
38450736,Inzektor Earwig,Effect Monster
44505297,Inzektor Exa-Beetle,XYZ Monster
26211048,Inzektor Exa-Stag,XYZ Monster
66066482,Inzektor Firefly,Effect Monster
259314,Inzektor Gauntlet,Trap Card
65844845,Inzektor Giga-Cricket,Effect Monster
94573223,Inzektor Giga-Mantis,Effect Monster
21977828,Inzektor Giga-Weevil,Effect Monster
52601736,Inzektor Hopper,Effect Monster
69207766,Inzektor Hornet,Effect Monster
2461031,Inzektor Ladybug,Effect Monster
38643567,Inzektor Orb,Trap Card
97273514,Inzektor Picofalena,Link Monster
16550875,Inzektor Sword - Zektkaliber,Spell Card
70744296,Ipiria,Effect Monster
9628664,,Iris,, the Earth Mother,,Effect Monster
73431236,Iron Blacksmith Kotetsu,Flip Effect Monster
45072394,Iron Cage,Spell Card
64662453,Iron Call,Spell Card
26157485,Iron Chain Blaster,Effect Monster
53152590,Iron Chain Coil,Tuner Monster
19974580,Iron Chain Dragon,Synchro Monster
53274132,Iron Chain Repairman,Effect Monster
80769747,Iron Chain Snake,Effect Monster
20457551,Iron Core Armor,Spell Card
63018036,Iron Core Immediate Disposal,Spell Card
34545235,Iron Core Luster,Trap Card
36623431,Iron Core of Koa'ki Meiru,Spell Card
53039326,Iron Core Specimen Lab,Spell Card
46247282,Iron Dragon Tiamaton,Effect Monster
34559295,Iron Draw,Spell Card
41916534,Iron Hans,Effect Monster
73405179,Iron Knight,Effect Monster
662857,Iron Knight of Revolution,Link Monster
79185500,Ironhammer the Giant,Effect Monster
4042268,Island Turtle,Normal Monster
22657402,,Isolde,, Belle of the Underworld,,Effect Monster
59934749,,Isolde,, Two Tales of the Noble Knights,,Link Monster
300201007,It's a Toon World!,Skill Card
300302011,It's Jinzo!,Skill Card
300102004,It's My Lucky Day!,Skill Card
300302012,,It's No Monster,, It's a God!,,Skill Card
14730606,Ivy Shackles,Trap Card
30069399,Ivy Token,Token
6544078,Izanagi,Effect Monster
43543777,Izanami,Spirit Monster
36539330,Jabbing Panda,Effect Monster
23850421,Jack Wyvern,Effect Monster
90876561,Jack's Knight,Normal Monster
51697825,Jack-In-The-Hand,Spell Card
36016907,Jack-o-Bolan,Effect Monster
81171949,Jackpot 7,Spell Card
95214051,Jade Insect Whistle,Spell Card
44364207,Jade Knight,Effect Monster
96235275,,Jain,, Lightsworn Paladin,,Effect Monster
84673417,,Jain,, Twilightsworn General,,Effect Monster
21770260,Jam Breeding Machine,Spell Card
21558682,Jam Defender,Trap Card
98954106,Jar of Avarice,Trap Card
83968380,Jar of Greed,Trap Card
33784505,Jar Robber,Spell Card
96287685,Jar Turtle,Effect Monster
26932788,Javelin Beetle,Ritual Monster
41182875,Javelin Beetle Pact,Spell Card
50532786,Jawsman,Effect Monster
41440817,Jelly Cannon,Trap Card
14851496,Jellyfish,Normal Monster
83725008,,Jenis,, Lightsworn Mender,,Effect Monster
23635815,Jerry Beans Man,Normal Monster
8487449,Jester Confit,Effect Monster
72992744,Jester Lord,Effect Monster
9742784,Jet Synchron,Tuner Monster
286392,Jet Warrior,Synchro Monster
43697559,Jetroid,Effect Monster
72710085,Jewels of the Valiant,Spell Card
25935625,,Jiaotu,, Darkness of the Yang Zing,,Tuner Monster
40894584,Jigabyte,Effect Monster
90020065,Jigen Bakudan,Flip Effect Monster
77585513,Jinzo,Effect Monster
32809211,Jinzo #7,Effect Monster
51916032,Jinzo - Jector,Effect Monster
99666430,Jinzo - Layered,XYZ Monster
35803249,Jinzo - Lord,Effect Monster
9418534,Jinzo - Returner,Effect Monster
39987731,Jinzo the Machine Menace,Effect Monster
94773007,Jirai Gumo,Effect Monster
63941210,,Jizukiru,, the Star Destroying Kaiju,,Effect Monster
55337339,Job-Change Mirror,Normal Monster
8316565,Jolt Counter,Trap Card
2665273,,Jormungandr,, Generaider Boss of Eternity,,XYZ Monster
64203620,Jormungardr the Nordic Serpent,Effect Monster
41855169,Jowgen the Spiritualist,Effect Monster
5257687,Jowls of Dark Demise,Flip Effect Monster
53054164,Joyous Melffys,XYZ Monster
30113682,Judge Man,Normal Monster
57774843,Judgment Dragon,Effect Monster
55256016,Judgment of Anubis,Trap Card
93595154,Judgment of Stigmatika,Trap Card
4869446,Judgment of the Desert,Trap Card
55948544,Judgment of the Pharaoh,Trap Card
85080048,Judgment of Thunder,Trap Card
41659072,,Judgment,, the Dragon of Heaven,,Synchro Monster
42851643,Jumbo Drill,Effect Monster
25148255,Junk Anchor,Tuner Monster
42810973,Junk Archer,Synchro Monster
79068663,Junk Barrage,Spell Card
59771339,Junk Berserker,Synchro Monster
51855378,Junk Blader,Effect Monster
37745919,Junk Box,Spell Card
43436049,Junk Breaker,Effect Monster
1006081,Junk Changer,Tuner Monster
58242947,Junk Collector,Effect Monster
37337327,Junk Connector,Link Monster
11069680,Junk Converter,Effect Monster
68120130,Junk Defender,Effect Monster
74860293,Junk Destroyer,Synchro Monster
56410040,Junk Forward,Effect Monster
37993923,Junk Gardna,Synchro Monster
34492631,Junk Giant,Effect Monster
67968069,Junk Puppet,Spell Card
78922939,Junk Servant,Effect Monster
56294501,Junk Sleep,Trap Card
77075360,Junk Speeder,Synchro Monster
63977008,Junk Synchron,Tuner Monster
60800381,Junk Warrior,Synchro Monster
38491199,Junkuriboh,Effect Monster
59546797,Juragedo,Effect Monster
65430834,Jurassic Impact,Trap Card
10080320,Jurassic World,Spell Card
80727721,Jurrac Aeolo,Tuner Monster
8594079,Jurrac Brachis,Tuner Monster
17948378,Jurrac Dino,Tuner Monster
43332022,Jurrac Gallim,Tuner Monster
80032567,Jurrac Giganoto,Synchro Monster
11012887,Jurrac Guaiba,Effect Monster
16111820,Jurrac Herra,Effect Monster
71106375,Jurrac Iguanon,Effect Monster
5479217,Jurrac Impact,Trap Card
17548456,Jurrac Meteor,Synchro Monster
36717258,Jurrac Monoloph,Tuner Monster
23927545,Jurrac Protops,Effect Monster
45711266,Jurrac Ptera,Effect Monster
44689688,Jurrac Spinos,Effect Monster
48411996,Jurrac Stauriko,Effect Monster
85028288,Jurrac Titano,Effect Monster
48411997,Jurrac Token,Token
62701967,Jurrac Tyrannus,Effect Monster
59312550,Jurrac Velo,Effect Monster
65961683,Jurrac Velphito,Synchro Monster
24068492,Just Desserts,Trap Card
62271284,Justi-Break,Trap Card
26842483,Justice Bringer,Effect Monster
26732909,Justice of Prophecy,Effect Monster
60410769,Jutte Fighter,Tuner Monster
52768103,KA-2 Des Scissors,Effect Monster
51934376,Kabazauls,Normal Monster
7541475,Kabuki Dragon,Effect Monster
69069911,Kachi Kochi Dragon,XYZ Monster
19353570,Kagemucha Knight,Effect Monster
15401633,Kagemusha of the Blue Flame,Normal Monster
1498130,Kagemusha of the Six Samurai,Tuner Monster
39972130,Kagemusha Tanuki Token,Token
80600490,Kageningen,Normal Monster
94656263,Kagetokage,Effect Monster
25847467,,Kahkki,, Guerilla of Dark World,,Effect Monster
71614230,Kai-Den Kendo Spirit,Pendulum Effect Monster
34627841,Kaibaman,Effect Monster
81057455,Kaiju Capture Mission,Trap Card
60822251,Kaiki the Unity Star,Effect Monster
76634149,Kairyu-Shin,Normal Monster
35059553,Kaiser Colosseum,Spell Card
94566432,Kaiser Dragon,Fusion Monster
52824910,Kaiser Glider,Effect Monster
17444133,Kaiser Sea Horse,Effect Monster
6442944,Kaiser Sea Snake,Effect Monster
93927067,Kaiser Vorse Raider,Effect Monster
97317530,,Kalantosa,, Mystical Beast of the Forest,,Effect Monster
68928540,Kamakiriman,Normal Monster
9653271,Kaminari Attack,Fusion Monster
97570038,Kaminote Blow,Spell Card
91712985,,Kamion,, the Timelord,,Effect Monster
41544074,Kamionwizard,Fusion Monster
72439556,,Kamui,, Hope of Gusto,,Flip Effect Monster
12829151,Kanan the Swordmistress,Normal Monster
95789089,Kangaroo Champ,Effect Monster
84103702,Kanikabuto,Normal Monster
6284176,Kanzashi the Rikka Queen,XYZ Monster
48109103,Kappa Avenger,Normal Monster
85541675,Karakuri Anatomy,Spell Card
92300891,Karakuri Barrel mdl 96 \"Shinkuro\",Tuner Monster
49296203,Karakuri Bonze mdl 9763 \"Kunamzan\",Effect Monster
39118197,Karakuri Bushi mdl 6318 \"Muzanichiha\",Effect Monster
80204957,Karakuri Cash Cache,Spell Card
3693034,Karakuri Cash Inn,Trap Card
2924048,Karakuri Cash Shed,Trap Card
75690317,Karakuri Gama mdl 4624 \"Shirokunishi\",Effect Monster
11699941,Karakuri Gama Oil,Spell Card
16708652,Karakuri Gold Dust,Spell Card
79178930,Karakuri Klock,Trap Card
24621460,Karakuri Komachi mdl 224 \"Ninishi\",Tuner Monster
30230789,Karakuri Merchant mdl 177 \"Inashichi\",Effect Monster
24150026,Karakuri Muso mdl 818 \"Haipa\",Effect Monster
93724592,Karakuri Ninja mdl 339 \"Sazank\",Effect Monster
50615578,Karakuri Ninja mdl 7749 \"Nanashick\",Effect Monster
6276588,Karakuri Ninja mdl 919 \"Kuick\",Effect Monster
23874409,Karakuri Shogun mdl 00 \"Burei\",Synchro Monster
22751868,Karakuri Showdown Castle,Spell Card
3846170,Karakuri Soldier mdl 236 \"Nisamu\",Effect Monster
45688586,Karakuri Spider,Effect Monster
66976526,Karakuri Steel Shogun mdl 00X \"Bureido\",Synchro Monster
66625883,Karakuri Strategist mdl 248 \"Nishipachi\",Tuner Monster
25904894,Karakuri Super Shogun mdl 00N \"Bureibu\",Synchro Monster
33184236,Karakuri Trick House,Trap Card
70271583,Karakuri Watchdog mdl 313 \"Saizan\",Tuner Monster
23289281,Karate Man,Effect Monster
54541900,Karbonala Warrior,Fusion Monster
71587526,Karma Cut,Trap Card
78348934,Karma of the Destruction Swordsman,Spell Card
52512994,Kasha,Effect Monster
81179446,Kattapillar,Normal Monster
51554871,,Kayenn,, the Master Magma Blacksmith,,Effect Monster
62340868,Kazejin,Effect Monster
48048590,Keeper of Dragon Magic,Effect Monster
66752837,Keeper of the Shrine,Effect Monster
54878498,Kelbek,Effect Monster
80441106,Keldo,Effect Monster
1929294,Key Mace,Normal Monster
20541432,Key Mace #2,Normal Monster
23168060,Key Man the Key Warrior,Effect Monster
135598,Key Mouse,Tuner Monster
11501629,Kickfire,Trap Card
10759529,Kid Guard,Trap Card
35629124,Kidmodo Dragon,Effect Monster
27240101,Kikinagashi Fucho,XYZ Monster
88979991,Killer Needle,Normal Monster
63972571,King Beast Barbaros,Effect Monster
13756293,King Dragun,Fusion Monster
84686841,King Fog,Normal Monster
501000002,King of Destruction - Xexex,Effect Monster
67757079,King of the Beasts,Effect Monster
11398059,King of the Feral Imps,XYZ Monster
36021814,King of the Skull Servants,Effect Monster
79109599,King of the Swamp,Effect Monster
69455834,King of Yamimakai,Normal Monster
20438745,King Pyron,Gemini Monster
60433216,King Scarlet,Trap Card
83986578,King Tiger Wanghu,Effect Monster
24590232,King's Consonance,Trap Card
64788463,King's Knight,Effect Monster
27503418,King's Synchro,Trap Card
9251497,Kingyo Sukui,Trap Card
45452224,Kinka-byo,Spirit Monster
84814897,Kiryu,Union Effect Monster
4266839,Kiseitai,Effect Monster
60519422,Kishido Spirit,Spell Card
16960120,Kitchen Dragonmaid,Effect Monster
82627406,Kiwi Magician Girl,Effect Monster
15767889,Knight Day Grepher,Gemini Monster
75901113,Knight of Armor Dragon,Ritual Effect Monster
300204002,Knight of Legend,Skill Card
46237548,Knight of the Red Lotus,Effect Monster
87210505,Knight's Title,Spell Card
75452921,Knightmare Cerberus,Link Monster
10158145,Knightmare Corruptor Iblee,Effect Monster
39064822,Knightmare Goblin,Link Monster
65330383,Knightmare Gryphon,Link Monster
9794980,Knightmare Incarnation Idlee,Effect Monster
3679218,Knightmare Mermaid,Link Monster
2857636,Knightmare Phoenix,Link Monster
38342335,Knightmare Unicorn,Link Monster
39037517,Koa'ki Meiru Beetle,Effect Monster
80367387,Koa'ki Meiru Bergzak,Effect Monster
6320631,Koa'ki Meiru Boulder,Effect Monster
32314730,Koa'ki Meiru Crusader,Effect Monster
80925836,Koa'ki Meiru Doom,Effect Monster
12435193,Koa'ki Meiru Drago,Effect Monster
5817857,Koa'ki Meiru Ghoulungulate,Effect Monster
41201555,Koa'ki Meiru Gravirose,Effect Monster
45041488,Koa'ki Meiru Guardian,Effect Monster
31692182,Koa'ki Meiru Hydro Barrier,Effect Monster
54520292,Koa'ki Meiru Ice,Effect Monster
91985515,Koa'ki Meiru Initialize!,Spell Card
65026212,Koa'ki Meiru Maximus,Effect Monster
14309486,Koa'ki Meiru Overload,Effect Monster
19642889,Koa'ki Meiru Powerhand,Effect Monster
176392,Koa'ki Meiru Prototype,Effect Monster
10060427,Koa'ki Meiru Rooklord,Effect Monster
49680980,Koa'ki Meiru Sandman,Effect Monster
74576482,Koa'ki Meiru Sea Panther,Effect Monster
12216615,Koa'ki Meiru Shield,Trap Card
68809475,Koa'ki Meiru Speeder,Effect Monster
80839052,Koa'ki Meiru Supplier,Effect Monster
176393,Koa'ki Meiru Token,Token
95204084,Koa'ki Meiru Tornado,Effect Monster
30936186,Koa'ki Meiru Urnight,Effect Monster
72258771,Koa'ki Meiru Valafar,Effect Monster
66816282,Koa'ki Meiru Wall,Effect Monster
95090813,Koa'ki Meiru War Arms,Effect Monster
46089249,Koa'ki Ring,Spell Card
7243511,Koalo-Koala,Fusion Monster
69456283,Koitsu,Union Effect Monster
1184620,Kojikocy,Normal Monster
32569498,Korogashi,Normal Monster
19406822,Kotodama,Effect Monster
67724379,Koumori Dragon,Normal Monster
99171160,Kozaky,Normal Monster
21908319,Kozaky's Self-Destruct Button,Trap Card
55885348,Kozmo Dark Destroyer,Effect Monster
64063868,Kozmo Dark Eclipser,Effect Monster
85991529,Kozmo Dark Planet,Effect Monster
37679169,Kozmo Delta Shuttle,Effect Monster
29491334,Kozmo DOG Fighter,Effect Monster
31061682,Kozmo Farmgirl,Effect Monster
20849090,Kozmo Forerunner,Effect Monster
67050396,Kozmo Goodwitch,Effect Monster
59496924,Kozmo Landwalker,Effect Monster
82270047,Kozmo Lightsword,Spell Card
86013171,Kozmo Scaredy Lion,Effect Monster
94454495,Kozmo Sliprider,Effect Monster
1274455,Kozmo Soartroopers,Effect Monster
56907986,Kozmo Strawman,Effect Monster
64280356,Kozmo Tincan,Effect Monster
90452877,Kozmojo,Trap Card
12408276,Kozmoll Dark Lady,Effect Monster
93302695,Kozmoll Wickedwitch,Effect Monster
67237709,Kozmotown,Spell Card
12385638,Kozmourning,Trap Card
15710054,Krawler Axon,Flip Effect Monster
46083111,Krawler Dendrite,Flip Effect Monster
51205763,Krawler Glial,Flip Effect Monster
10698416,Krawler Ranvier,Flip Effect Monster
83293307,Krawler Receptor,Flip Effect Monster
88316955,Krawler Spine,Flip Effect Monster
59575539,Krebons,Tuner Monster
76512652,Krokodilus,Normal Monster
20960340,Krystal Avatar,Trap Card
77363314,Krystal Dragon,Effect Monster
82642348,Kryuel,Effect Monster
24384095,Kujakujaku,Effect Monster
78543464,Kuji-Kiri Curse,Spell Card
29726552,,Kumongous,, the Sticky String Kaiju,,Effect Monster
56283725,Kumootoko,Normal Monster
37390589,Kunai with Chain,Trap Card
56514812,Kunoichi,Effect Monster
85705804,Kurama,Normal Monster
57666212,Kuraz the Light Monarch,Effect Monster
16404809,Kuribandit,Effect Monster
40640057,Kuriboh,Effect Monster
40703223,Kuriboh Token,Token
78355370,Kuribohrn,Effect Monster
47432275,Kuribon,Effect Monster
35112613,Kuriphoton,Effect Monster
40817915,Kurivolt,Effect Monster
77511331,Kuro-Obi Karate Spirit,Pendulum Effect Monster
60802233,Kuwagata \u03b1,Normal Monster
95144193,Kwagar Hercules,Fusion Monster
88240808,Kycoo the Ghost Destroyer,Effect Monster
56111151,Kyoutou Waterfront,Spell Card
97590747,La Jinn the Mystical Genie of the Lamp,Normal Monster
62514770,Labradorite Dragon,Normal Tuner Monster
66526672,Labyrinth of Nightmare,Trap Card
99551425,Labyrinth Tank,Fusion Monster
67284908,Labyrinth Wall,Normal Monster
90147755,Lady Assailant of Flames,Flip Effect Monster
16188701,Lady Debug,Effect Monster
82005435,Lady Ninja Yae,Effect Monster
67511500,Lady of D.,Effect Monster
17358176,Lady of Faith,Normal Monster
10736540,Lady of the Lake,Tuner Monster
38480590,Lady Panther,Effect Monster
59160188,Lair of Darkness,Spell Card
81128478,Lair Wire,Trap Card
9430387,LaLa Li-Oon,Normal Monster
60764582,Lamb Token,Token
75850803,LaMoon,Normal Monster
48940337,Lancephorhynchus,Pendulum Normal Monster
79418153,Lancer Archfiend,Effect Monster
11125718,Lancer Dragonute,Effect Monster
46272804,Lancer Lindwurm,Effect Monster
74717840,Landoise's Luminous Moss,Spell Card
95993388,Landrobe the Rock Vassal,Effect Monster
77637979,LANphorhynchus,Link Monster
70156946,Lantern Shark,Effect Monster
3111207,Lappis Dragon,Tuner Monster
87756343,Larvae Moth,Effect Monster
94675535,Larvas,Normal Monster
77007920,Laser Cannon Armor,Spell Card
43034264,Laser Qlip,Spell Card
66970385,Last Chapter of the Noble Knights,Spell Card
86049351,Last Counter,Trap Card
90330453,Last Day of Witch,Spell Card
300202005,Last Gamble,Skill Card
50847759,Last Hope of Nephthys,Spell Card
95254840,Last Minute Cancel,Trap Card
97970833,Last Resort,Trap Card
28566710,Last Turn,Trap Card
85602018,Last Will,Spell Card
3560069,Latency,Effect Monster
15667446,,Latinum,, Exarch of Dark World,,Effect Monster
42591472,Laughing Flower,Normal Monster
35911108,Launcher Commander,Effect Monster
87322377,Launcher Spider,Normal Monster
13171876,Laundry Dragonmaid,Effect Monster
20394040,Lava Battleguard,Effect Monster
41741922,Lava Dragon,Effect Monster
102380,Lava Golem,Effect Monster
30303854,Laval Archer,Effect Monster
11834972,Laval Blaster,Effect Monster
88958576,Laval Burner,Effect Monster
38492752,Laval Cannon,Effect Monster
45439263,Laval Coatl,Tuner Monster
31632536,Laval Dual Slasher,Synchro Monster
15169262,Laval Forest Sprite,Tuner Monster
14047624,Laval Judgment Lord,Effect Monster
8041569,Laval Lakeside Lady,Tuner Monster
123709,Laval Lancelord,Effect Monster
46404281,Laval Magma Cannoneer,Effect Monster
89893715,Laval Miller,Effect Monster
89609515,Laval Phlogis,Effect Monster
20374351,Laval Stennon,Synchro Monster
12986807,Laval the Greater,Synchro Monster
47658965,Laval Token,Token
2407147,Laval Volcano Handmaiden,Tuner Monster
52786469,Laval Warrior,Effect Monster
34086406,Lavalval Chain,XYZ Monster
75991898,Lavalval Dragon,Synchro Monster
8611007,Lavalval Dragun,Synchro Monster
12018201,Lavalval Exlord,Synchro Monster
3989465,Lavalval Ignis,XYZ Monster
67797569,Lavalval Salamander,Synchro Monster
64659851,Law of the Cosmos,Spell Card
67468948,Layard the Liberator,Effect Monster
92435533,,Lazion,, the Timelord,,Effect Monster
7127502,,Lector Pendulum,, the Dracoverlord,,Pendulum Effect Monster
56256517,Ledger of Legerdemain,Spell Card
21893603,Lee the World Chalice Fairy,Effect Monster
90263923,Leeching the Light,Spell Card
7902349,Left Arm of the Forbidden One,Normal Monster
86541496,Left Arm Offering,Spell Card
44519536,Left Leg of the Forbidden One,Normal Monster
